Date,Equal Weight,Historical Min Vol,Historical Max Sharpe,RF Predictive Min Vol,RF Predictive Max Sharpe,SPY Benchmark
2024-01-02,0.0023111513119058458,0.0013176607499747472,-0.005170607598710353,-0.001310573060890663,-0.007678243770961157,-0.00559638348657121
2024-01-03,0.001029874199006242,0.0013913302747106115,0.0014732168223414721,-0.001967181046962807,-0.0005812298560380347,-0.013717492529700115
2024-01-04,-0.0018472835152828493,-0.0021916288951004947,-0.004019872597312402,-0.004855717348064004,-0.006466191272717414,-0.016894250900083785
2024-01-05,-0.0013156542403955918,-0.0032956380385352757,-0.003768238053932005,-0.007544985128770332,-0.006289257900702783,-0.01554785406926218
2024-01-08,0.006930814310105227,-0.0011218783996445048,0.005465318889702031,-0.002821168793019857,0.005268935374876271,-0.0014936961893515788
2024-01-09,0.0045813562520156115,-0.004046057497790967,0.004790645904068969,-0.0062425598860818,0.004424925961663995,-0.0030086241227931243
2024-01-10,0.007649126904576198,-0.005578268732996272,0.009409687198938865,-0.0065088074051226075,0.010291286881769057,0.0026298921394332098
2024-01-11,0.0054593327787255674,-0.004850326854733966,0.013052025928346422,-0.0042333265667452435,0.013028374587802594,0.0021879940638429574
2024-01-12,0.008533447326013022,-5.92384381352673e-05,0.019632725527905848,-0.0006149621066802169,0.01948658892972044,0.0028823580808388094
2024-01-16,0.0011480465243567384,-0.008967475248070955,0.010040198647858212,-0.011839604732776787,0.010721174205696293,-0.0007994644573653398
2024-01-17,-0.006320224747283665,-0.014574202504516909,0.002371653249993333,-0.016376304176662804,0.004588685554228533,-0.006353715168281315
2024-01-18,-0.0034728577459371968,-0.014564552164478828,0.008258339211685062,-0.015855788585784625,0.013509384288927784,0.0024825927809033477
2024-01-19,0.0016236133822311594,-0.011586470908888091,0.016282339766617637,-0.01334422352902953,0.02344481245815233,0.014979623809212361
2024-01-22,0.003915228401017767,-0.00996091498906182,0.018614235966142534,-0.012047838761660268,0.02621215563651602,0.017125683524914725
2024-01-23,0.009007471034183645,-0.006586625990121053,0.020193954583425322,-0.014271192425857837,0.028370252793124218,0.02009217487205306
2024-01-24,0.0066935995918873115,-0.01256647718084658,0.020161688487893015,-0.017748799134307713,0.029070346378287315,0.021207271363054003
