rebalance_days,rf_sharpe,matched_sharpe,equal_weight_sharpe,rf_volatility,matched_volatility,sharpe_advantage,volatility_advantage
5,1.250637177723752,1.3557924835789585,1.199618496404179,0.07700565921530816,0.07631998322156335,-0.1051553058552066,-0.0006856759937448192
10,1.1744707021068448,1.3419373082322048,1.199618496404179,0.08069392002425184,0.07696838026554229,-0.16746660612536002,-0.0037255397587095535
20,0.7654420741296918,0.8501047926806662,1.1996184964041794,0.0805274853853925,0.07993398192165228,-0.0846627185509744,-0.000593503463740222
40,0.9696880882542285,0.9926161538733931,1.1996184964041794,0.08508091192747541,0.09072176116172152,-0.022928065619164606,0.005640849234246112
60,0.8106815623420839,0.816728397103959,1.1996184964041794,0.08237338745785361,0.08467303379599346,-0.006046834761875064,0.002299646338139852
120,0.6377046391048888,0.6666516923043365,1.1996184964041794,0.09479892861220884,0.10442683518226832,-0.02894705319944768,0.009627906570059477
